Sensor Name,Sensor Type,Timestamp,Temperature ( C ),Humidity ( RH ),Dew Point ( C ),Heat Index ( C ),Feels Like ( C ),Wind Chill ( C ),Barometric Pressure ( HPA ),Accumulated Rain ( MM ),Wind Speed ( KPH ),Wind Average ( KPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Engenho,AcuRite Iris®,2026/08/06 11:25,21.5,70.0,18.4,24.6,27.3,24.3,1017.95,0.0,2.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:30,21.7,71.0,18.9,24.8,27.7,24.5,1017.95,0.0,2.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:35,21.8,70.0,18.8,24.9,27.7,24.6,1017.95,0.0,0.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:40,21.9,70.0,18.9,25.1,27.9,24.7,1017.95,0.0,6.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:45,21.6,70.0,18.6,24.7,26.7,24.4,1017.95,0.0,3.0,5.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:50,22.1,69.0,18.8,25.2,28.1,24.9,1017.61,0.0,2.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 11:55,22.3,69.0,19.0,25.5,28.3,25.1,1017.61,0.0,3.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:00,23.2,67.0,19.4,27.2,29.4,26.0,1017.61,0.0,8.0,3.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:05,22.1,69.0,18.8,25.2,27.3,24.9,1017.27,0.0,2.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:10,22.6,69.0,19.3,25.8,28.7,25.4,1017.27,0.0,5.0,3.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:15,22.5,69.0,19.2,25.7,28.6,25.3,1016.93,0.0,5.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:20,22.8,68.0,19.3,26.0,28.9,25.6,1016.93,0.0,3.0,3.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:25,22.7,69.0,19.4,25.9,28.9,25.5,1016.93,0.0,6.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:30,22.5,70.0,19.4,25.7,28.7,25.3,1016.93,0.0,2.0,3.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:35,24.5,66.0,20.3,28.9,31.2,27.3,1016.93,0.0,5.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:40,24.6,66.0,20.4,29.1,31.3,27.4,1016.93,0.0,2.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:45,24.7,65.0,20.3,29.2,31.3,27.5,1016.59,0.0,6.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:50,24.0,67.0,20.1,28.3,30.6,26.8,1016.59,0.0,6.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 12:55,24.3,67.0,20.4,28.8,30.3,27.1,1016.59,0.0,3.0,5.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:00,24.2,66.0,20.1,28.6,30.7,27.0,1016.59,0.0,3.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:05,23.9,66.0,19.8,28.1,29.6,26.7,1016.26,0.0,5.0,5.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:10,24.2,66.0,20.1,28.6,30.1,27.0,1016.26,0.0,10.0,5.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:15,23.9,66.0,19.8,28.1,29.6,26.7,1016.26,0.0,3.0,5.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:20,24.3,66.0,20.2,28.7,30.9,27.1,1015.92,0.0,6.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:25,23.5,67.0,19.7,27.6,29.1,26.3,1015.92,0.0,5.0,5.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:30,23.6,67.0,19.8,27.7,29.3,26.4,1015.92,0.0,6.0,5.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:35,23.5,67.0,19.7,27.6,29.1,26.3,1015.92,0.0,10.0,5.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:40,23.5,67.0,19.7,27.6,29.1,26.3,1015.92,0.0,5.0,5.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:45,24.0,67.0,20.1,28.3,30.6,26.8,1015.92,0.0,5.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:50,23.2,71.0,20.3,27.3,29.2,26.0,1015.58,0.0,6.0,5.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 13:55,23.0,71.0,20.1,27.0,28.8,25.8,1015.58,0.0,6.0,5.0,225.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:00,23.0,71.0,20.1,27.0,29.5,25.8,1015.58,0.0,6.0,3.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:05,23.0,71.0,20.1,27.0,28.8,25.8,1015.58,0.0,5.0,5.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:10,22.7,72.0,20.1,26.0,29.2,25.5,1015.58,0.0,5.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:15,22.8,71.0,19.9,26.1,29.3,25.6,1015.58,0.0,3.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:20,22.9,71.0,20.1,26.9,29.4,25.7,1015.58,0.0,2.0,3.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:25,22.3,72.0,19.7,25.6,27.9,25.1,1015.58,0.0,6.0,5.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:30,22.2,72.0,19.6,25.4,27.8,25.0,1015.58,0.0,6.0,5.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:35,22.3,73.0,19.9,25.6,28.8,25.1,1015.58,0.0,3.0,3.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:40,22.5,72.0,19.8,25.7,28.9,25.3,1015.58,0.0,6.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:45,22.1,72.0,19.5,25.3,28.3,24.9,1015.58,0.0,5.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:50,22.2,72.0,19.6,25.4,27.8,25.0,1015.24,0.0,10.0,5.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 14:55,22.2,72.0,19.6,25.4,28.5,25.0,1015.58,0.0,0.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:00,22.7,72.0,20.1,26.0,29.2,25.5,1015.24,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:05,22.4,73.0,20.0,25.7,28.9,25.2,1015.58,0.0,0.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:10,22.0,73.0,19.6,25.2,28.3,24.8,1015.58,0.0,6.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:15,22.8,71.0,19.9,26.1,29.3,25.6,1015.58,0.0,0.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:20,22.7,71.0,19.8,25.9,29.1,25.5,1015.58,0.0,2.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:25,22.6,71.0,19.7,25.8,28.9,25.4,1015.58,0.0,3.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:30,22.4,71.0,19.6,25.7,28.7,25.2,1015.24,0.0,0.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:35,22.8,71.0,19.9,26.1,29.3,25.6,1015.24,0.0,0.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:40,22.4,72.0,19.8,25.7,28.8,25.2,1015.24,0.0,2.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:45,22.0,74.0,19.8,25.2,28.4,24.8,1015.24,0.0,6.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:50,22.0,75.0,20.1,25.3,28.5,24.8,1015.58,0.0,3.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 15:55,21.8,76.0,20.1,25.1,28.3,24.6,1015.24,0.0,3.0,3.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:00,21.7,76.0,20.0,25.0,28.2,24.5,1015.24,0.0,3.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:05,22.0,75.0,20.1,25.3,28.5,24.8,1015.24,0.0,2.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:10,22.4,71.0,19.6,25.7,28.7,25.2,1015.24,0.0,5.0,0.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:15,22.0,72.0,19.4,25.2,28.2,24.8,1015.58,0.0,3.0,2.0,248.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:20,22.3,72.0,19.7,25.6,28.7,25.1,1015.24,0.0,0.0,2.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:25,22.6,71.0,19.7,25.8,28.9,25.4,1015.58,0.0,2.0,0.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:30,22.3,71.0,19.4,25.6,28.6,25.1,1015.58,0.0,2.0,0.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:35,22.4,71.0,19.6,25.7,28.7,25.2,1015.58,0.0,0.0,0.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:40,22.0,72.0,19.4,25.2,28.2,24.8,1015.58,0.0,6.0,3.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:45,21.8,73.0,19.4,25.1,28.1,24.6,1015.58,0.0,0.0,3.0,315.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:50,21.5,74.0,19.3,24.7,26.9,24.3,1015.58,0.0,3.0,5.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 16:55,21.9,73.0,19.6,25.2,28.2,24.7,1015.58,0.0,3.0,0.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:00,21.6,73.0,19.2,24.8,27.7,24.4,1015.58,0.0,2.0,2.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:05,21.5,73.0,19.1,24.7,27.6,24.3,1015.58,0.0,2.0,2.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:10,21.7,73.0,19.3,24.9,27.9,24.5,1015.58,0.0,0.0,2.0,203.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:15,21.3,75.0,19.4,24.6,27.5,24.1,1015.58,0.0,3.0,2.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:20,21.5,75.0,19.6,24.7,27.8,24.3,1015.58,0.0,0.0,0.0,270.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:25,21.1,76.0,19.4,24.3,27.3,23.9,1015.58,0.0,0.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:30,21.0,77.0,19.5,24.2,27.2,23.8,1015.58,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:35,21.0,76.0,19.3,24.2,27.2,23.8,1015.92,0.0,3.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:40,20.9,77.0,19.4,24.2,27.2,23.7,1015.92,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:45,21.0,77.0,19.5,24.2,27.2,23.8,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:50,20.7,77.0,19.2,23.9,26.8,23.5,1015.92,0.0,0.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 17:55,20.7,78.0,19.4,23.9,26.9,23.5,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:00,21.1,77.0,19.6,24.3,27.4,23.9,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:05,21.4,75.0,19.5,24.7,27.7,24.2,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:10,20.8,77.0,19.3,24.1,27.0,23.6,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:20,20.7,78.0,19.4,23.9,26.9,23.5,1015.92,0.0,2.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:25,20.7,78.0,19.4,23.9,26.9,23.5,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:30,20.5,78.0,19.2,23.7,26.6,23.3,1015.92,0.0,5.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:35,20.7,77.0,19.2,23.9,26.8,23.5,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:40,20.4,79.0,19.4,23.7,26.6,23.2,1015.92,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:45,20.4,79.0,19.4,23.7,26.6,23.2,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:50,20.2,79.0,19.2,23.4,26.3,23.0,1015.92,0.0,3.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 18:55,20.2,79.0,19.2,23.4,26.3,23.0,1015.92,0.0,0.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:00,20.2,80.0,19.3,23.4,26.4,23.0,1015.92,0.0,3.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:05,20.1,80.0,19.2,23.3,26.2,22.9,1015.92,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:10,19.9,81.0,19.3,23.2,26.1,22.7,1015.92,0.0,3.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:15,20.1,80.0,19.2,23.3,26.2,22.9,1015.92,0.0,3.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:20,20.4,79.0,19.4,23.7,26.6,23.2,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:25,20.5,79.0,19.4,23.7,26.7,23.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:30,20.6,78.0,19.3,23.8,26.8,23.4,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:35,20.0,80.0,19.2,23.2,26.1,22.8,1016.26,0.0,2.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:40,20.0,80.0,19.2,23.2,26.1,22.8,1016.26,0.0,5.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:45,20.0,80.0,19.2,23.2,26.1,22.8,1016.26,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:50,19.7,81.0,19.1,22.9,25.8,22.5,1016.26,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 19:55,19.9,81.0,19.3,23.2,26.1,22.7,1016.26,0.0,2.0,2.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:00,19.9,81.0,19.3,23.2,26.1,22.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:05,20.2,79.0,19.2,23.4,26.3,23.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:10,20.2,79.0,19.2,23.4,26.3,23.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:15,20.0,79.0,18.9,23.2,26.0,22.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:20,19.9,78.0,18.7,23.1,25.8,22.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:25,20.5,77.0,19.0,23.7,26.5,23.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:30,20.3,77.0,18.8,23.5,26.3,23.1,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:35,20.3,77.0,18.8,23.5,26.3,23.1,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:40,20.2,77.0,18.7,23.4,26.1,23.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:45,20.3,77.0,18.8,23.5,26.3,23.1,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:50,20.0,79.0,18.9,23.2,26.0,22.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 20:55,19.9,79.0,18.9,23.1,25.9,22.7,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:00,19.5,80.0,18.7,22.7,25.3,22.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:05,19.9,79.0,18.9,23.1,25.9,22.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:10,19.4,80.0,18.6,22.6,25.3,22.2,1016.26,0.0,2.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:15,19.2,80.0,18.4,22.3,24.9,22.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:20,18.8,82.0,18.4,21.9,24.6,21.6,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:25,18.9,82.0,18.5,22.1,24.7,21.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:30,18.8,82.0,18.4,21.9,24.6,21.6,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:35,18.9,81.0,18.3,22.1,24.7,21.7,1016.26,0.0,2.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:40,18.8,81.0,18.2,21.9,24.5,21.6,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:45,18.8,81.0,18.2,21.9,24.5,21.6,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:50,18.9,81.0,18.3,22.1,24.7,21.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 21:55,19.1,80.0,18.3,22.2,24.8,21.9,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:00,19.2,80.0,18.4,22.3,24.9,22.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:05,18.8,80.0,18.0,21.9,24.4,21.6,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:10,19.0,80.0,18.2,22.1,24.7,21.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:15,18.1,83.0,17.9,21.2,23.6,20.9,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:20,18.5,82.0,18.1,21.6,24.1,21.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:25,18.6,82.0,18.2,21.7,24.3,21.4,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:30,18.6,81.0,18.0,21.7,24.2,21.4,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:35,18.5,80.0,17.7,21.6,23.9,21.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:40,18.5,81.0,17.9,21.6,24.0,21.3,1016.59,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:45,18.2,82.0,17.8,21.3,23.7,21.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:50,18.0,83.0,17.8,21.1,23.5,20.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 22:55,17.6,83.0,17.4,20.7,22.9,20.4,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:00,17.9,84.0,17.9,21.1,23.5,20.7,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:05,18.5,81.0,17.9,21.6,24.0,21.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:10,18.5,80.0,17.7,21.6,23.9,21.3,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:15,18.2,82.0,17.8,21.3,23.7,21.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:20,18.1,82.0,17.7,21.2,23.6,20.9,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:25,18.0,82.0,17.6,21.1,23.4,20.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:30,18.4,81.0,17.8,21.5,23.9,21.2,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:35,18.2,81.0,17.6,21.3,23.6,21.0,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:40,18.7,80.0,17.9,21.8,24.3,21.5,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:45,18.4,80.0,17.6,21.5,23.8,21.2,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:50,18.1,82.0,17.7,21.2,23.6,20.9,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/08/06 23:55,18.0,82.0,17.6,21.1,23.4,20.8,1016.26,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:00,18.2,81.0,17.6,21.3,23.6,21.0,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:05,18.1,81.0,17.5,21.2,23.5,20.9,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:10,17.9,81.0,17.3,20.9,23.2,20.7,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:15,17.9,81.0,17.3,20.9,23.2,20.7,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:20,17.8,82.0,17.4,20.9,23.2,20.6,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:25,17.8,81.0,17.2,20.8,23.1,20.6,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:30,17.6,82.0,17.2,20.6,22.8,20.4,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:35,18.2,80.0,17.4,21.2,23.6,21.0,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:40,18.0,80.0,17.2,21.0,23.2,20.8,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:45,17.6,82.0,17.2,20.6,22.8,20.4,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:50,18.0,81.0,17.4,21.0,23.3,20.8,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 00:55,17.9,82.0,17.6,21.0,23.3,20.7,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:00,17.9,82.0,17.6,21.0,23.3,20.7,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:05,18.4,81.0,17.8,21.5,23.9,21.2,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:10,17.8,83.0,17.6,20.9,23.2,20.6,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:15,17.7,83.0,17.5,20.8,23.1,20.5,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:20,18.0,82.0,17.6,21.1,23.4,20.8,1015.92,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:25,18.0,81.0,17.4,21.0,23.3,20.8,1015.58,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:30,17.6,83.0,17.4,20.7,22.9,20.4,1015.58,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:35,18.0,82.0,17.6,21.1,23.4,20.8,1015.58,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:40,18.4,81.0,17.8,21.5,23.9,21.2,1015.24,0.0,0.0,0.0,293.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/09/06 01:45,18.3,80.0,17.5,21.4,23.7,21.1,1015.24,0.0,0.0,0.0,293.0,,,,,,,,,
